control_number,announcement_number,hiring_agency_code,hiring_agency_name,hiring_department_code,hiring_department_name,hiring_subelement_name,agency_level,agency_level_sort,position_title,minimum_grade,maximum_grade,promotion_potential,appointment_type,work_schedule,service_type,pay_scale,salary_type,minimum_salary,maximum_salary,supervisory_status,travel_requirement,telework_eligible,security_clearance_required,security_clearance,drug_test_required,relocation_expenses_reimbursed,who_may_apply,hiring_paths,total_openings,disable_apply_online,position_open_date,position_close_date,position_expire_date,position_opening_status,announcement_closing_type_code,announcement_closing_type_description,vendor,job_series,locations,raw_data,inserted_at
758385000,NEAD236969870207,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,U.S. Army Acquisition Support Center PEO AVN,2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT LEAD ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,120849.000,183500.000,Y,50% or less,N,Y,Secret,N,N,,"Military spouses, Federal employees - Competitive service, Veterans, Land and base management, Career transition (CTAP, ICTAP, RPL)",1,N,2023-11-01,2023-11-15,,Job canceled,01,Closing Date,USASTAFFING,0340,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 758385000, ""announcementNumber"": ""NEAD236969870207"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""U.S. Army Acquisition Support Center PEO AVN"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT LEAD ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 120849.0, ""maximumSalary"": 183500.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-11-01"", ""positionCloseDate"": ""2023-11-15"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Military spouses, Federal employees - Competitive service, Veterans, Land and base management, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0340"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-08 09:27:27.105
757180500,NEBB237157315216HW,ARAF,United States Army Futures Command,AR,Department of the Army,US Army Medical Materiel Development Activity (USAMMDA),2,Department of the Army\United States Army Futures Command,Health Science Product Manager,3,3,None,Permanent,Full-time,Competitive,DB,Per Year,112015.000,172075.000,N,Not required,N,Y,Secret,N,N,,The public,1,N,2023-11-01,2023-11-06,,Job canceled,01,Closing Date,USASTAFFING,0601,"Fort Detrick, Maryland, United States","{""controlNumber"": 757180500, ""announcementNumber"": ""NEBB237157315216HW"", ""hiringAgencyCode"": ""ARAF"", ""hiringAgencyName"": ""United States Army Futures Command"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""US Army Medical Materiel Development Activity (USAMMDA)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\United States Army Futures Command"", ""positionTitle"": ""Health Science Product Manager"", ""minimumGrade"": ""3"", ""maximumGrade"": ""3"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""DB"", ""salaryType"": ""Per Year"", ""minimumSalary"": 112015.0, ""maximumSalary"": 172075.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-11-01"", ""positionCloseDate"": ""2023-11-06"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0601"", ""locations"": ""Fort Detrick, Maryland, United States""}",2025-06-08 09:27:21.839
757769000,NEAD236885567720,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"JPEO Armaments and Ammunition PM, Maneuver AMMO SYS Direct Fire Medium Caliber Ammunition",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,127722.000,183500.000,Y,25% or less,N,Y,Secret,N,N,,"Veterans, Military spouses, Federal employees - Competitive service, Land and base management, Career transition (CTAP, ICTAP, RPL)",1,N,2023-10-30,2023-11-13,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Picatinny Arsenal, New Jersey, United States","{""controlNumber"": 757769000, ""announcementNumber"": ""NEAD236885567720"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""JPEO Armaments and Ammunition PM, Maneuver AMMO SYS Direct Fire Medium Caliber Ammunition"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 127722.0, ""maximumSalary"": 183500.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-10-30"", ""positionCloseDate"": ""2023-11-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Veterans, Military spouses, Federal employees - Competitive service, Land and base management, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0340"", ""locations"": ""Picatinny Arsenal, New Jersey, United States""}",2025-06-08 09:27:13.501
755873000,MCAD236870613936,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"PEO STRI, PROJECT LEAD TADSS SUPPORT OPERATIONS (PL TSO) MISSION COMMAND COLLECTIVE TRAINING.",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),4,4,None,Temporary Promotion,Full-time,Competitive,NH,Per Year,116393.000,177978.000,Y,50% or less,N,Y,Secret,N,N,,"Internal to an agency, Military spouses",1,N,2023-10-20,2023-10-26,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Orlando, Florida, United States","{""controlNumber"": 755873000, ""announcementNumber"": ""MCAD236870613936"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO STRI, PROJECT LEAD TADSS SUPPORT OPERATIONS (PL TSO) MISSION COMMAND COLLECTIVE TRAINING."", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (PRODUCT LEAD ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Temporary Promotion"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 116393.0, ""maximumSalary"": 177978.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-10-20"", ""positionCloseDate"": ""2023-10-26"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Internal to an agency, Military spouses"", ""jobSeries"": ""0340"", ""locations"": ""Orlando, Florida, United States""}",2025-06-08 09:20:49.04
755776900,TMCO - OCAO-24-12175816,CM56,Patent and Trademark Office,CM,Department of Commerce,"The Office of the Chief Administrative Officer (OCAO), Information Technology Systems Program Office",2,Department of Commerce\Patent and Trademark Office,Supervisory IT Product Manager,15,15,15,Permanent,Full-time,Competitive,GS,Per Year,155700.000,183500.000,Y,Not required,N,Y,Other,N,N,,"Individuals with disabilities, Military spouses, Peace Corps & AmeriCorps Vista, Veterans, Federal employees - Competitive service, Special authorities, Career transition (CTAP, ICTAP, RPL)",1,N,2023-10-19,2023-11-01,,Candidate selected,01,Closing Date,USASTAFFING,0301,"Alexandria, Virginia, United States","{""controlNumber"": 755776900, ""announcementNumber"": ""TMCO - OCAO-24-12175816"", ""hiringAgencyCode"": ""CM56"", ""hiringAgencyName"": ""Patent and Trademark Office"", ""hiringDepartmentCode"": ""CM"", ""hiringDepartmentName"": ""Department of Commerce"", ""hiringSubelementName"": ""The Office of the Chief Administrative Officer (OCAO), Information Technology Systems Program Office"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Commerce\\Patent and Trademark Office"", ""positionTitle"": ""Supervisory IT Product Manager"", ""minimumGrade"": ""15"", ""maximumGrade"": ""15"", ""promotionPotential"": ""15"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 155700.0, ""maximumSalary"": 183500.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Other"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-10-19"", ""positionCloseDate"": ""2023-11-01"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Individuals with disabilities, Military spouses, Peace Corps & AmeriCorps Vista, Veterans, Federal employees - Competitive service, Special authorities, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0301"", ""locations"": ""Alexandria, Virginia, United States""}",2025-06-08 09:20:45.314
755207700,MCAD236819624741,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Office Simulation, Training and Instrumentation (PEO STR)",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,116393.000,164288.000,Y,50% or less,N,Y,Secret,N,N,,The public,1,N,2023-10-18,2023-10-24,2023-10-18,Job canceled,01,Closing Date,USASTAFFING,0340,"Orlando, Florida, United States","{""controlNumber"": 755207700, ""announcementNumber"": ""MCAD236819624741"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office Simulation, Training and Instrumentation (PEO STR)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 116393.0, ""maximumSalary"": 164288.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-10-18"", ""positionCloseDate"": ""2023-10-24"", ""positionExpireDate"": ""2023-10-18"", ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Orlando, Florida, United States""}",2025-06-08 09:20:36.79
755387300,101-EDU-12171433-24-KB,VALA,Veterans Benefits Administration,VA,Department of Veterans Affairs,Education Service,2,Department of Veterans Affairs\Veterans Benefits Administration,Management and Program Analyst (Product Owner's Requirement),11,13,13,Permanent,Full-time,Competitive,GS,Per Year,59319.000,109908.000,N,25% or less,N,Y,Other,N,N,,"Individuals with disabilities, Federal employees - Competitive service, Internal to an agency, Career transition (CTAP, ICTAP, RPL)",2,N,2023-10-18,2023-10-24,2023-10-19,Candidate selected,03,Applicant Cut-Off,USASTAFFING,0343,"Washington, District of Columbia, United States | Atlanta, Georgia, United States | Buffalo, New York, United States | Muskogee, Oklahoma, United States","{""controlNumber"": 755387300, ""announcementNumber"": ""101-EDU-12171433-24-KB"", ""hiringAgencyCode"": ""VALA"", ""hiringAgencyName"": ""Veterans Benefits Administration"", ""hiringDepartmentCode"": ""VA"", ""hiringDepartmentName"": ""Department of Veterans Affairs"", ""hiringSubelementName"": ""Education Service"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Veterans Affairs\\Veterans Benefits Administration"", ""positionTitle"": ""Management and Program Analyst (Product Owner's Requirement)"", ""minimumGrade"": ""11"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 59319.0, ""maximumSalary"": 109908.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Other"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""2"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-10-18"", ""positionCloseDate"": ""2023-10-24"", ""positionExpireDate"": ""2023-10-19"", ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Individuals with disabilities, Federal employees - Competitive service, Internal to an agency, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0343"", ""locations"": ""Washington, District of Columbia, United States | Atlanta, Georgia, United States | Buffalo, New York, United States | Muskogee, Oklahoma, United States""}",2025-06-08 09:20:38.945
753886400,NEAD236767828885,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"PEO, Missiles & Space Tactical Aviation and Ground Munitions Project Office",2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Manager Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,120849.000,183500.000,Y,50% or less,N,Y,Secret,N,N,,"Federal employees - Competitive service, Veterans, Military spouses, Land and base management, Career transition (CTAP, ICTAP, RPL)",2,N,2023-10-12,2023-10-26,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 753886400, ""announcementNumber"": ""NEAD236767828885"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO, Missiles & Space Tactical Aviation and Ground Munitions Project Office"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Manager Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 120849.0, ""maximumSalary"": 183500.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""2"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-10-12"", ""positionCloseDate"": ""2023-10-26"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Federal employees - Competitive service, Veterans, Military spouses, Land and base management, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0340"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-08 09:17:23.428
753917400,NEAD236775288262,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,PEO Missiles & Space,2,Department of the Army\U.S. Army Acquisition Support Center,ASSISTANT PRODUCT MANAGER,3,3,None,Permanent,Full-time,Competitive,NH,Per Year,86001.000,132945.000,N,Occasional travel,N,Y,Secret,N,N,,"Veterans, Military spouses, Federal employees - Competitive service, Career transition (CTAP, ICTAP, RPL), Land and base management",1,N,2023-10-11,2023-10-25,,Job canceled,01,Closing Date,USASTAFFING,0301,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 753917400, ""announcementNumber"": ""NEAD236775288262"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO Missiles & Space"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""ASSISTANT PRODUCT MANAGER"", ""minimumGrade"": ""3"", ""maximumGrade"": ""3"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 86001.0, ""maximumSalary"": 132945.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-10-11"", ""positionCloseDate"": ""2023-10-25"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Veterans, Military spouses, Federal employees - Competitive service, Career transition (CTAP, ICTAP, RPL), Land and base management"", ""jobSeries"": ""0301"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-08 09:17:19.62
751744500,23-FS-873-MPA,TRFD,Bureau of the Fiscal Service,TR,Department of the Treasury,,2,Department of the Treasury\Bureau of the Fiscal Service,Supervisory Product Owner,15,15,15,Permanent,Full-time,Competitive,GS,Per Year,136908.000,183500.000,Y,Occasional travel,N,N,Not Required,N,N,,"Internal to an agency, Career transition (CTAP, ICTAP, RPL)",1,N,2023-09-28,2023-10-04,,Candidate selected,01,Closing Date,USASTAFFING,0301,"Washington, District of Columbia, United States | Parkersburg, West Virginia, United States | Birmingham, Alabama, United States | Hyattsville, Maryland, United States | Philadelphia, Pennsylvania, United States | Austin, Texas, United States | Kansas City, Missouri, United States","{""controlNumber"": 751744500, ""announcementNumber"": ""23-FS-873-MPA"", ""hiringAgencyCode"": ""TRFD"", ""hiringAgencyName"": ""Bureau of the Fiscal Service"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Bureau of the Fiscal Service"", ""positionTitle"": ""Supervisory Product Owner"", ""minimumGrade"": ""15"", ""maximumGrade"": ""15"", ""promotionPotential"": ""15"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 136908.0, ""maximumSalary"": 183500.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-09-28"", ""positionCloseDate"": ""2023-10-04"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Internal to an agency, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0301"", ""locations"": ""Washington, District of Columbia, United States | Parkersburg, West Virginia, United States | Birmingham, Alabama, United States | Hyattsville, Maryland, United States | Philadelphia, Pennsylvania, United States | Austin, Texas, United States | Kansas City, Missouri, United States""}",2025-06-08 09:10:21.488
750735700,23-FS-877-MPA,TRFD,Bureau of the Fiscal Service,TR,Department of the Treasury,,2,Department of the Treasury\Bureau of the Fiscal Service,Business Systems Analyst (Product Owner),13,13,13,Permanent,Full-time,Competitive,GS,Per Year,98496.000,145617.000,N,Occasional travel,N,N,Not Required,N,N,,"Career transition (CTAP, ICTAP, RPL), Internal to an agency",1,N,2023-09-25,2023-10-03,,Candidate selected,01,Closing Date,USASTAFFING,0501,"Hyattsville, Maryland, United States | Washington, District of Columbia, United States | Birmingham, Alabama, United States | Parkersburg, West Virginia, United States | Kansas City, Missouri, United States | Austin, Texas, United States | Philadelphia, Pennsylvania, United States","{""controlNumber"": 750735700, ""announcementNumber"": ""23-FS-877-MPA"", ""hiringAgencyCode"": ""TRFD"", ""hiringAgencyName"": ""Bureau of the Fiscal Service"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Bureau of the Fiscal Service"", ""positionTitle"": ""Business Systems Analyst (Product Owner)"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 98496.0, ""maximumSalary"": 145617.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-09-25"", ""positionCloseDate"": ""2023-10-03"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Internal to an agency"", ""jobSeries"": ""0501"", ""locations"": ""Hyattsville, Maryland, United States | Washington, District of Columbia, United States | Birmingham, Alabama, United States | Parkersburg, West Virginia, United States | Kansas City, Missouri, United States | Austin, Texas, United States | Philadelphia, Pennsylvania, United States""}",2025-06-08 09:10:04.017
750566100,NEAD236372198038HQ,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,PEO IEW&S,2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Manager Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,120849.000,183500.000,Y,50% or less,N,Y,Sensitive Compartmented Information,N,N,,"Military spouses, The public",1,N,2023-09-22,2023-10-02,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Huntsville, Alabama, United States","{""controlNumber"": 750566100, ""announcementNumber"": ""NEAD236372198038HQ"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO IEW&S"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Manager Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 120849.0, ""maximumSalary"": 183500.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Sensitive Compartmented Information"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2023-09-22"", ""positionCloseDate"": ""2023-10-02"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Military spouses, The public"", ""jobSeries"": ""0340"", ""locations"": ""Huntsville, Alabama, United States""}",2025-06-08 09:02:54.055
