control_number,announcement_number,hiring_agency_code,hiring_agency_name,hiring_department_code,hiring_department_name,hiring_subelement_name,agency_level,agency_level_sort,position_title,minimum_grade,maximum_grade,promotion_potential,appointment_type,work_schedule,service_type,pay_scale,salary_type,minimum_salary,maximum_salary,supervisory_status,travel_requirement,telework_eligible,security_clearance_required,security_clearance,drug_test_required,relocation_expenses_reimbursed,who_may_apply,hiring_paths,total_openings,disable_apply_online,position_open_date,position_close_date,position_expire_date,position_opening_status,announcement_closing_type_code,announcement_closing_type_description,vendor,job_series,locations,raw_data,inserted_at
777316300,NEAD245107232492,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,,2,Department of the Army\U.S. Army Acquisition Support Center,Acquisition Key Billet Product Manager or Acquisition Director,14,14,None,Permanent,Full-time,Competitive,GS,Per Year,104604.000,135987.000,Y,50% or less,N,Y,Secret,N,N,,Federal employees - Competitive service,Many,Y,2024-02-19,2024-04-19,,Applications under review,01,Closing Date,USASTAFFING,0340,"Warren, Michigan, United States | Fort Belvoir, Virginia, United States | Huntsville, Alabama, United States | Aberdeen, Maryland, United States","{""controlNumber"": 777316300, ""announcementNumber"": ""NEAD245107232492"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Acquisition Key Billet Product Manager or Acquisition Director"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 104604.0, ""maximumSalary"": 135987.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""Many"", ""disableApplyOnline"": ""Y"", ""positionOpenDate"": ""2024-02-19"", ""positionCloseDate"": ""2024-04-19"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Federal employees - Competitive service"", ""jobSeries"": ""0340"", ""locations"": ""Warren, Michigan, United States | Fort Belvoir, Virginia, United States | Huntsville, Alabama, United States | Aberdeen, Maryland, United States""}",2025-06-07 20:46:39.15
777415900,24-DAS-12324681,JL04,Administrative Office of the U.S. Courts,JL,Judicial Branch,"Department of Administrative Services (DAS), Administrative Systems Office (ASO)",2,Judicial Branch\Administrative Office of the U.S. Courts,Information Technology Specialist (Product Manager),00,00,00,Permanent,Full-time,Excepted,AD,Per Year,117962.000,191900.000,N,Not required,N,N,Not Required,N,N,,Internal to an agency,1,N,2024-02-23,2024-03-08,,Candidate selected,01,Closing Date,USASTAFFING,2210,"Washington, District of Columbia, United States","{""controlNumber"": 777415900, ""announcementNumber"": ""24-DAS-12324681"", ""hiringAgencyCode"": ""JL04"", ""hiringAgencyName"": ""Administrative Office of the U.S. Courts"", ""hiringDepartmentCode"": ""JL"", ""hiringDepartmentName"": ""Judicial Branch"", ""hiringSubelementName"": ""Department of Administrative Services (DAS), Administrative Systems Office (ASO)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Judicial Branch\\Administrative Office of the U.S. Courts"", ""positionTitle"": ""Information Technology Specialist (Product Manager)"", ""minimumGrade"": ""00"", ""maximumGrade"": ""00"", ""promotionPotential"": ""00"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Excepted"", ""payScale"": ""AD"", ""salaryType"": ""Per Year"", ""minimumSalary"": 117962.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-02-23"", ""positionCloseDate"": ""2024-03-08"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Internal to an agency"", ""jobSeries"": ""2210"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-07 20:46:52.16
778048900,MCAD248807478248,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Office, Ground Combat Systems (PEO GCS)",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,134751.000,191900.000,Y,Occasional travel,N,Y,Secret,N,N,,"Internal to an agency, Career transition (CTAP, ICTAP, RPL), Land and base management, Military spouses, Federal employees - Competitive service, Veterans",3,N,2024-02-23,2024-02-29,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Warren, Michigan, United States","{""controlNumber"": 778048900, ""announcementNumber"": ""MCAD248807478248"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office, Ground Combat Systems (PEO GCS)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 134751.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""3"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-02-23"", ""positionCloseDate"": ""2024-02-29"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Internal to an agency, Career transition (CTAP, ICTAP, RPL), Land and base management, Military spouses, Federal employees - Competitive service, Veterans"", ""jobSeries"": ""0340"", ""locations"": ""Warren, Michigan, United States""}",2025-06-07 20:46:54.075
778265700,24-CFPB-100-MPA,FRFT,Consumer Financial Protection Bureau,FR,Other Agencies and Independent Organizations,,1,Consumer Financial Protection Bureau,IT Specialist (Technical Product Manager),53,53,53,Permanent,Full-time,Competitive,CN,Per Year,128117.000,182344.000,N,Occasional travel,N,Y,Other,N,N,,Internal to an agency,1,N,2024-02-26,2024-03-04,,Candidate selected,01,Closing Date,USASTAFFING,2210,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 778265700, ""announcementNumber"": ""24-CFPB-100-MPA"", ""hiringAgencyCode"": ""FRFT"", ""hiringAgencyName"": ""Consumer Financial Protection Bureau"", ""hiringDepartmentCode"": ""FR"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": null, ""agencyLevel"": 1, ""agencyLevelSort"": ""Consumer Financial Protection Bureau"", ""positionTitle"": ""IT Specialist (Technical Product Manager)"", ""minimumGrade"": ""53"", ""maximumGrade"": ""53"", ""promotionPotential"": ""53"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""CN"", ""salaryType"": ""Per Year"", ""minimumSalary"": 128117.0, ""maximumSalary"": 182344.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Other"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-02-26"", ""positionCloseDate"": ""2024-03-04"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Internal to an agency"", ""jobSeries"": ""2210"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 20:49:23.852
778576300,24-DAS-12332196,JL04,Administrative Office of the U.S. Courts,JL,Judicial Branch,"Department of Administrative Services (DAS), Administrative Services Office (ASO)",2,Judicial Branch\Administrative Office of the U.S. Courts,Information Technology Specialist (Product Manager),00,00,00,Permanent,Full-time,Excepted,AD,Per Year,99200.000,185930.000,N,Occasional travel,N,N,Not Required,N,N,,"Veterans, The public, Federal employees - Competitive service, Federal employees - Excepted service",1,N,2024-02-28,2024-03-13,,Job canceled,03,Applicant Cut-Off,USASTAFFING,2210,"Washington, District of Columbia, United States","{""controlNumber"": 778576300, ""announcementNumber"": ""24-DAS-12332196"", ""hiringAgencyCode"": ""JL04"", ""hiringAgencyName"": ""Administrative Office of the U.S. Courts"", ""hiringDepartmentCode"": ""JL"", ""hiringDepartmentName"": ""Judicial Branch"", ""hiringSubelementName"": ""Department of Administrative Services (DAS), Administrative Services Office (ASO)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Judicial Branch\\Administrative Office of the U.S. Courts"", ""positionTitle"": ""Information Technology Specialist (Product Manager)"", ""minimumGrade"": ""00"", ""maximumGrade"": ""00"", ""promotionPotential"": ""00"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Excepted"", ""payScale"": ""AD"", ""salaryType"": ""Per Year"", ""minimumSalary"": 99200.0, ""maximumSalary"": 185930.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-02-28"", ""positionCloseDate"": ""2024-03-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Veterans, The public, Federal employees - Competitive service, Federal employees - Excepted service"", ""jobSeries"": ""2210"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-07 20:49:31.32
778767000,CMS-CCSQ-24-12334104-DE,HE70,Centers for Medicare & Medicaid Services,HE,Department of Health and Human Services,Center for Clinical Standards and Quality.,2,Department of Health and Human Services\Centers for Medicare & Medicaid Services,Product Development Specialist (Product Mgr),13,13,13,Permanent,Full-time,Competitive,GS,Per Year,88520.000,115079.000,N,Occasional travel,N,N,Not Required,N,N,,"Career transition (CTAP, ICTAP, RPL), The public",2,N,2024-02-28,2024-03-08,,Applications under review,01,Closing Date,USASTAFFING,0301,"New York, New York, United States | Kansas City, Missouri, United States | Philadelphia, Pennsylvania, United States | Dallas, Texas, United States | Seattle, Washington, United States | San Francisco, California, United States | Chicago, Illinois, United States | Denver, Colorado, United States | Boston, Massachusetts, United States | Atlanta, Georgia, United States | Woodlawn, Maryland, United States","{""controlNumber"": 778767000, ""announcementNumber"": ""CMS-CCSQ-24-12334104-DE"", ""hiringAgencyCode"": ""HE70"", ""hiringAgencyName"": ""Centers for Medicare & Medicaid Services"", ""hiringDepartmentCode"": ""HE"", ""hiringDepartmentName"": ""Department of Health and Human Services"", ""hiringSubelementName"": ""Center for Clinical Standards and Quality."", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Health and Human Services\\Centers for Medicare & Medicaid Services"", ""positionTitle"": ""Product Development Specialist (Product Mgr)"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 88520.0, ""maximumSalary"": 115079.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""2"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-02-28"", ""positionCloseDate"": ""2024-03-08"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), The public"", ""jobSeries"": ""0301"", ""locations"": ""New York, New York, United States | Kansas City, Missouri, United States | Philadelphia, Pennsylvania, United States | Dallas, Texas, United States | Seattle, Washington, United States | San Francisco, California, United States | Chicago, Illinois, United States | Denver, Colorado, United States | Boston, Massachusetts, United States | Atlanta, Georgia, United States | Woodlawn, Maryland, United States""}",2025-06-07 20:49:32.595
779019900,MCAD248774582991HQ,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,PEO Missiles & Space,2,Department of the Army\U.S. Army Acquisition Support Center,ASSISTANT PRODUCT MANAGER,3,3,None,Permanent,Full-time,Competitive,NH,Per Year,90431.000,139798.000,N,Occasional travel,N,Y,Secret,N,N,,"The public, Military spouses",1,N,2024-02-28,2024-03-13,,Job canceled,01,Closing Date,USASTAFFING,0301,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 779019900, ""announcementNumber"": ""MCAD248774582991HQ"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO Missiles & Space"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""ASSISTANT PRODUCT MANAGER"", ""minimumGrade"": ""3"", ""maximumGrade"": ""3"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 90431.0, ""maximumSalary"": 139798.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-02-28"", ""positionCloseDate"": ""2024-03-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public, Military spouses"", ""jobSeries"": ""0301"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-07 20:49:34.863
779122400,MCAD248895095512HQ,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"PEO MISSILES & SPACE,  STARE PROJECT OFFICE PSV & INSTR RDRS PROD OFC",2,Department of the Army\U.S. Army Acquisition Support Center,ASSISTANT PRODUCT MANAGER,3,3,None,Permanent,Full-time,Competitive,NH,Per Year,90431.000,139798.000,N,25% or less,N,Y,Sensitive Compartmented Information,N,N,,"Military spouses, The public",1,N,2024-03-01,2024-03-14,,Job canceled,01,Closing Date,USASTAFFING,0301,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 779122400, ""announcementNumber"": ""MCAD248895095512HQ"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO MISSILES & SPACE,  STARE PROJECT OFFICE PSV & INSTR RDRS PROD OFC"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""ASSISTANT PRODUCT MANAGER"", ""minimumGrade"": ""3"", ""maximumGrade"": ""3"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 90431.0, ""maximumSalary"": 139798.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Sensitive Compartmented Information"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-01"", ""positionCloseDate"": ""2024-03-14"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Military spouses, The public"", ""jobSeries"": ""0301"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-07 20:49:40.957
781087700,24-DO-165,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,,2,"Department of the Treasury\Treasury, Departmental Offices",IT Specialist (Sysanalysis)(Senior Product Manager),15,15,15,Permanent,Full-time,Competitive,GS,Per Year,143736.000,191900.000,N,Occasional travel,N,N,Not Required,N,N,,"Military spouses, Peace Corps & AmeriCorps Vista, Individuals with disabilities, Family of overseas employees, Veterans, Federal employees - Competitive service, Land and base management, Career transition (CTAP, ICTAP, RPL), Special authorities",1,N,2024-03-12,2024-03-18,2024-03-14,Candidate selected,03,Applicant Cut-Off,USASTAFFING,2210,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 781087700, ""announcementNumber"": ""24-DO-165"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""IT Specialist (Sysanalysis)(Senior Product Manager)"", ""minimumGrade"": ""15"", ""maximumGrade"": ""15"", ""promotionPotential"": ""15"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 143736.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-12"", ""positionCloseDate"": ""2024-03-18"", ""positionExpireDate"": ""2024-03-14"", ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Military spouses, Peace Corps & AmeriCorps Vista, Individuals with disabilities, Family of overseas employees, Veterans, Federal employees - Competitive service, Land and base management, Career transition (CTAP, ICTAP, RPL), Special authorities"", ""jobSeries"": ""2210"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 20:55:15.497
781091400,24-DO-414-P,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,,2,"Department of the Treasury\Treasury, Departmental Offices",IT Specialist (Sysanalysis)(Senior Product Manager),15,15,15,Permanent,Full-time,Competitive,GS,Per Year,143736.000,191900.000,N,Occasional travel,N,N,Not Required,N,N,,Custom announcement,1,Y,2024-03-12,2024-03-18,,Candidate selected,01,Closing Date,USASTAFFING,2210,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 781091400, ""announcementNumber"": ""24-DO-414-P"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""IT Specialist (Sysanalysis)(Senior Product Manager)"", ""minimumGrade"": ""15"", ""maximumGrade"": ""15"", ""promotionPotential"": ""15"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 143736.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""Y"", ""positionOpenDate"": ""2024-03-12"", ""positionCloseDate"": ""2024-03-18"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Custom announcement"", ""jobSeries"": ""2210"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 20:55:15.535
781091800,24-DO-166-P,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,,2,"Department of the Treasury\Treasury, Departmental Offices",IT Specialist (Sysanalysis)(Senior Product Manager),15,15,15,Permanent,Full-time,Competitive,GS,Per Year,143736.000,191900.000,N,Occasional travel,N,N,Not Required,N,N,,The public,1,N,2024-03-12,2024-03-18,2024-03-13,Candidate selected,03,Applicant Cut-Off,USASTAFFING,2210,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 781091800, ""announcementNumber"": ""24-DO-166-P"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""IT Specialist (Sysanalysis)(Senior Product Manager)"", ""minimumGrade"": ""15"", ""maximumGrade"": ""15"", ""promotionPotential"": ""15"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 143736.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-12"", ""positionCloseDate"": ""2024-03-18"", ""positionExpireDate"": ""2024-03-13"", ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""2210"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 20:55:15.538
781092800,MCGK248157520044,ARXC,U.S. Army Sustainment Command,AR,Department of the Army,"Executive Directorate for Support Operations, Packaging, Storage and Containerization Center (PSCC)",2,Department of the Army\U.S. Army Sustainment Command,Automatic Identification Technology Product Management Specialist,13,13,None,Permanent,Full-time,Competitive,GS,Per Year,121485.000,157934.000,N,Not required,N,Y,Secret,N,N,,"Career transition (CTAP, ICTAP, RPL), Land and base management, Individuals with disabilities, Military spouses, Veterans, Federal employees - Competitive service",1,N,2024-03-12,2024-03-21,2024-03-21,Applications under review,01,Closing Date,USASTAFFING,0301,"Tobyhanna, Pennsylvania, United States","{""controlNumber"": 781092800, ""announcementNumber"": ""MCGK248157520044"", ""hiringAgencyCode"": ""ARXC"", ""hiringAgencyName"": ""U.S. Army Sustainment Command"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Executive Directorate for Support Operations, Packaging, Storage and Containerization Center (PSCC)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Sustainment Command"", ""positionTitle"": ""Automatic Identification Technology Product Management Specialist"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 121485.0, ""maximumSalary"": 157934.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-12"", ""positionCloseDate"": ""2024-03-21"", ""positionExpireDate"": ""2024-03-21"", ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Land and base management, Individuals with disabilities, Military spouses, Veterans, Federal employees - Competitive service"", ""jobSeries"": ""0301"", ""locations"": ""Tobyhanna, Pennsylvania, United States""}",2025-06-07 20:55:15.541
